Dates,NAV,FTSE350 NAV,Yearly Ret,FTSE Yearly Ret,Opt Failed Dates,E.W. NAV,E.W. Yearly Ret
2006-10-25,1.0,1.0,0.1559414086110542,0.0114608167733396,,1.0,0.10859468338760503
2006-10-26,0.9955150384050728,0.9952047931483172,,,,1.0040381597015882,
2006-10-27,0.9834268517910992,0.9913590264106048,,,,1.0081623942417468,
2006-10-30,0.9845544384011176,0.9858719319684202,,,,1.0072190090694182,
2006-10-31,0.9838485705991356,0.9862581821836038,,,,1.0092654608051095,
2006-11-01,0.9831577859607534,0.9895407590225292,,,,1.0178170900580499,
2006-11-02,0.9948956527799137,0.9894924384606216,,,,1.0228945605962236,
2006-11-03,0.9950851380112744,0.9892993919230492,,,,1.0253779999865693,
2006-11-06,1.0046510520274743,1.0015930071425647,,,,1.0262604985500072,
2006-11-07,1.0089162029796832,1.004730779435806,,,,1.0263019782853766,
2006-11-08,1.0194570782979977,1.003926222437539,,,,1.0306774017012241,
2006-11-09,1.0207514469749237,1.0027193869401383,,,,1.032064942916192,
2006-11-10,1.0148796214436469,0.9990023178941412,,,,1.0389081598371082,
2006-11-13,1.0357749272581669,0.9967174231610746,,,,1.0426149460856293,
2006-11-14,1.0483453647047156,0.9954944808097048,,,,1.0349993796454364,
2006-11-15,1.0384958810641782,1.00244580613272,,,,1.0359649258786248,
2006-11-16,1.0384934938720671,1.0064846979780242,,,,1.0362228519633028,
2006-11-17,1.026454439049687,0.9963633866538294,,,,1.0309001955981376,
2006-11-20,1.0245328133084115,0.9983747791494968,,,,1.0290609845246643,
2006-11-21,1.02464784958389,0.9980690632041592,,,,1.0213292705958221,
2006-11-22,1.009664241200018,0.9912624638568088,,,,1.010149247957494,
2006-11-23,1.01514014507895,0.9879959938718528,,,,1.0091425004735812,
2006-11-24,1.0145257552745506,0.9851156955320608,,,,1.0195305242608097,
2006-11-27,1.0137453933425251,0.9735300747570164,,,,1.0196534789575242,
2006-11-28,1.0139798526956827,0.9696359874573964,,,,1.022675240145232,
2006-11-29,1.014155214339881,0.97904930433712,,,,1.0271481382544703,
2006-11-30,1.0144159607609435,0.9733369496494244,,,,1.0321310936386079,
2006-12-01,1.0150003036517876,0.9689279930129252,,,,1.037020435517996,
2006-12-04,1.0151781132412965,0.9735783167489046,,,,1.0403017469693012,
2006-12-05,1.0155300883255078,0.9793711271364268,,,,1.047621581032992,
2006-12-06,1.0162829828918396,0.9800147727350405,,,,1.0512414872414437,
2006-12-07,1.0166842696146072,0.9866282469747988,,,,1.0475174739132536,
2006-12-08,1.0180973456367617,0.989991279513551,,,,1.053084085787925,
2006-12-11,1.019099702567603,0.9911820081569824,,,,1.0591656509191687,
2006-12-12,1.0189802439739415,0.9906349251121646,,,,1.0661827600666958,
2006-12-13,1.0203638936998356,0.996443842353656,,,,1.0660039918746782,
2006-12-14,1.0217250019994744,1.0021561970413515,,,,1.0637086379467664,
2006-12-15,1.022682705579984,1.0073053618302603,,,,1.0663116516770745,
2006-12-18,1.022103409203048,1.0052778624806236,,,,1.0690950829934476,
2006-12-19,1.0219130651613857,0.9982943234496702,,,,1.0712887873505028,
2006-12-20,1.0222547437570513,0.9974254176055456,,,,1.0765671725753594,
2006-12-21,1.02262362323135,0.995027853464714,,,,1.0808761364151067,
2006-12-22,1.022992742917726,0.9960415638545226,,,,1.0808769625290597,
2006-12-27,1.0244734569020606,1.0049239045433978,,,,1.0939252934033616,
2006-12-28,1.0253351418422638,1.004248045236846,,,,1.09462630904013,
2006-12-29,1.0251038120544949,1.0009976035358394,,,,1.0893623943284638,
2007-01-02,1.0261324982882745,1.0154957363586143,,,,1.083331125694215,
2007-01-03,1.0261071833529458,1.0167991344098106,,,,1.0788825398374675,
2007-01-04,1.026024613832743,1.011649969620902,,,,1.0811016559606879,
2007-01-05,1.0251020695396065,1.0008850126980935,,,,1.0760294934649508,
2007-01-08,1.0252179314156846,0.9967174231610746,,,,1.0802123105668724,
2007-01-09,1.026775527970864,0.9970231391064122,,,,1.080666788197814,
2007-01-10,1.0263172352161083,0.9913268912726858,,,,1.088863543966235,
2007-01-11,1.0278187965456491,1.0024941266946277,,,,1.0817306308130996,
2007-01-12,1.0284808019141232,1.003926222437539,,,,1.0781613288594045,
2007-01-15,1.0302647079311495,1.007868551729047,,,,1.0819630387865544,
2007-01-16,1.0292469910298137,1.0001770182536227,,,,1.08571074955722,
2007-01-17,1.0293475038033155,0.9983747791494968,,,,1.0863589205864819,
2007-01-18,1.029652140419021,0.9993080338394787,,,,1.0822825889072738,
2007-01-19,1.0304392862059768,1.0036366133461707,,,,1.0902182924043768,
2007-01-22,1.030930620380145,1.0006114318906751,,,,1.089687288879288,
2007-01-23,1.0302006693675576,1.002091848195494,,,,1.085960185300371,
2007-01-24,1.0330144204869272,1.0161232751032587,,,,1.0851127856432348,
2007-01-25,1.0332784171294656,1.0088018064190292,,,,1.0867028232012121,
2007-01-26,1.0327949317887113,1.0021561970413515,,,,1.084445182087398,
2007-01-29,1.0326181054663146,1.0040710269832231,,,,1.0948852792358215,
2007-01-30,1.0327561819183395,1.004408956636499,,,,1.1063181981654697,
2007-01-31,1.0330026908602512,0.998149518903986,,,,1.1111935644044264,
2007-02-01,1.0343404647415453,1.0108776263305734,,,,1.1171442461967644,
2007-02-02,1.034954570071558,1.0154957363586143,,,,1.1192249350711319,
2007-02-05,1.0368594613026574,1.016622116156188,,,,1.1147203444384497,
2007-02-06,1.0381638339175925,1.0211919841923407,,,,1.123003116127683,
2007-02-07,1.0387712177702653,1.0249251600923073,,,,1.117929317925742,
2007-02-08,1.0392431765408008,1.02120809104631,,,,1.119203595455885,
2007-02-09,1.040084099117262,1.0270652502796895,,,,1.127887227471134,
2007-02-12,1.0405451763022728,1.0223505776978528,,,,1.1319948242383064,
2007-02-13,1.040295270688204,1.0269043388800363,,,,1.1306545551254408,
2007-02-14,1.0423572414210478,1.0332443108823954,,,,1.1354926873392581,
2007-02-15,1.0434134856521848,1.0351912759621862,,,,1.1314578576046062,
2007-02-16,1.042706872210872,1.032970730074977,,,,1.1272077719536548,
2007-02-19,1.0432162226496495,1.0369774082123426,,,,1.1330865973677613,
2007-02-20,1.0436371252464982,1.0318121365694648,,,,1.1339567466206686,
2007-02-21,1.0430954129669598,1.022929874450609,,,,1.1366683029675302,
2007-02-22,1.0441320210563358,1.026759534334352,,,,1.3416717003131,
2007-02-23,1.0436197782960022,1.030074324881216,,,,1.3285039553752676,
2007-02-26,1.0441540871558888,1.0354166147777164,,,,1.317696779570389,
2007-02-27,1.0393520008637378,1.0115051650752178,,,,1.3218951756688477,
2007-02-28,1.0352642316748517,0.9930647029609349,,,,1.2984415748581972,
2007-03-01,1.0342541376870142,0.9841341202801712,,,,1.3172708540795006,
2007-03-02,1.0338352477318504,0.9841663339881096,,,,1.3344756512583422,
2007-03-05,1.0304126961206617,0.9749139285080394,,,,1.3544270361312765,
2007-03-06,1.0325997803440796,0.9877546267723728,,,,1.357747018898854,
2007-03-07,1.0340758781590669,0.9906510319661338,,,,1.3581431301619051,
2007-03-08,1.03653367438819,1.0021079550494634,,,,1.342248931576462,
2007-03-09,1.0366799522075725,1.0049239045433978,,,,1.3091257631828361,
2007-03-12,1.0371122715108492,1.003008996031507,,,,1.3344769603961373,
2007-03-13,1.0360610923146054,0.9914073469725124,,,,1.3411904271869517,
2007-03-14,1.0327603701745771,0.9655810673281424,,,,1.3541253958869794,
2007-03-15,1.0349650786493092,0.9869018277822176,,,,1.3547571466979464,
2007-03-16,1.0362777107445884,0.9864834424291148,,,,1.3689826601077337,
2007-03-19,1.0370220052582884,0.9959450013007268,,,,1.3813972353625994,
2007-03-20,1.037158565607784,1.0009171478360128,,,,1.379995438746595,
2007-03-21,1.038278099457921,1.0067904139233617,,,,1.3761547277664017,
2007-03-22,1.0398974145955675,1.0166382230101574,,,,1.3754708357548082,
2007-03-23,1.0399165670852557,1.020081711248736,,,,1.3666272319668693,
2007-03-26,1.039906146919128,1.0124384197652,,,,1.3756024543892045,
2007-03-27,1.0399402684124504,1.012551089172965,,,,1.3769334050150626,
2007-03-28,1.0402353208112758,1.0084639553357726,,,,1.382656387504196,
2007-03-29,1.039938010972303,1.0176359051160162,,,,1.392876011852461,
2007-03-30,1.040363530227863,1.0150291090136234,,,,1.396188987800177,
2007-04-02,1.040674684522699,1.0162359445110238,,,,1.3993197659777725,
2007-04-03,1.0409284993333958,1.0243780770474895,,,,1.408903226039972,
2007-04-04,1.0420104978696607,1.024152816801979,,,,1.4066327837348835,
2007-04-05,1.0421152351871783,1.029398465574664,,,,1.4027716079074086,
2007-04-10,1.041915143492114,1.0326971492675583,,,,1.4053458028630135,
2007-04-11,1.041507406893117,1.0319730479691185,,,,1.4138427750287248,
2007-04-12,1.0419055105366448,1.0324718890220477,,,,1.4036775906022358,
2007-04-13,1.0429077639512765,1.039873813406104,,,,1.3980444694619385,
2007-04-16,1.0433151935946037,1.0485308938494682,,,,1.390002753479081,
2007-04-17,1.043124601673588,1.0455700612398302,,,,1.3998175245412168,
2007-04-18,1.042759127880814,1.0377819652106095,,,,1.4012773557086322,
2007-04-19,1.0425791764792582,1.0363659763216675,,,,1.3916787394395043,
