Dates,NAV,SP500 NAV,Yearly Ret,SP Yearly Ret,Opt Failed Dates,E.W. NAV,E.W. Yearly Ret
1998-01-05,1.0,1.0,0.1491081475716122,0.083763389071557,,1.0,0.16652545879893377
1998-01-06,0.9964090512240342,0.984020411110746,,,,0.9909929075230104,
1998-01-07,0.9978843571492988,0.9865765003661946,,,,0.984804384665469,
1998-01-08,0.9926114400342568,0.9779480446319148,,,,0.9794648603906958,
1998-01-09,0.97479159887069,0.9440719805027862,,,,0.9494652753562917,
1998-01-12,0.9746328088383568,0.9613293130873958,,,,0.9533537739139631,
1998-01-13,0.983491693307089,0.9747516094648914,,,,0.9690824986389142,
1998-01-14,0.9866476636578904,0.9792263299424452,,,,0.9756753707468729,
1998-01-15,0.9840480381907336,0.9710769754149876,,,,0.9713096237067856,
1998-01-16,0.9913153874620572,0.9849794560719328,,,,0.9793904137216924,
1998-01-20,1.0004542843588513,1.0009591050530275,,,,0.9960123424092246,
1998-01-21,0.9907605163299636,0.9913710629001078,,,,0.9918569934335868,
1998-01-22,0.9817426182334495,0.9825820242599314,,,,0.9826334802331425,
1998-01-23,0.9746457835211876,0.9811438780919228,,,,0.9783267368538825,
1998-01-26,0.973677732532342,0.9805053371436732,,,,0.9764611938273622,
1998-01-27,0.975560155219964,0.9904120180966424,,,,0.9818387150235293,
1998-01-28,0.9735052501607916,0.9993608573447348,,,,0.9940846940405028,
1998-01-29,0.9793262019977682,1.0047935998026882,,,,0.9991466334380732,
1998-01-30,0.9714991970598112,1.0054336449396162,,,,0.994982664819042,
1998-02-02,0.9904421912208518,1.0220523162345732,,,,1.0158039355424546,
1998-02-03,0.9943816196976648,1.0297217872572282,,,,1.0233549241141782,
1998-02-04,1.001566903620633,1.0284433816052947,,,,1.0282246349583586,
1998-02-05,1.00401514546361,1.0278045398823978,,,,1.0259241175329297,
1998-02-06,1.006388572429473,1.0393098294101482,,,,1.0337297940464891,
1998-02-09,0.9999831739477522,1.0357939733028154,,,,1.034155321118346,
1998-02-10,1.008962620595418,1.0457013761464822,,,,1.0435314278126908,
1998-02-11,1.0096839554459645,1.0447426922095049,,,,1.046964884839573,
1998-02-12,1.012647032823946,1.0492168712296053,,,,1.0521002981092582,
1998-02-13,1.012504907319069,1.0431451665496303,,,,1.0513370640241417,
1998-02-17,1.0135856433669352,1.048258066951225,,,,1.051850851301517,
1998-02-18,1.0192774230939927,1.0578459887627416,,,,1.0600481486784121,
