Dates,NAV,SP500 NAV,Yearly Ret,SP Yearly Ret,Opt Failed Dates,E.W. NAV,E.W. Yearly Ret
1995-07-05,1.0,1.0,0.2019772983029166,0.1011976281824194,,1.0,0.18114884350627602
1995-07-06,1.0155440624673508,1.012828531361079,,,,1.0164308315138395,
1995-07-07,1.0243336980101376,1.0173892421332504,,,,1.0236319615574896,
1995-07-10,1.0252591443939714,1.0179594715523088,,,,1.0253510652276359,
1995-07-11,1.0309857460273868,1.013113702225928,,,,1.0231407401487373,
1995-07-12,1.0411439204158517,1.0256556009151636,,,,1.034195062576372,
1995-07-13,1.0438075986292406,1.0233754702977478,,,,1.035469969149619,
1995-07-14,1.0431155990391443,1.0225202949298988,,,,1.0344939192401608,
1995-07-17,1.0410979874728097,1.028221239624128,,,,1.0410113694210492,
1995-07-18,1.0296329960921635,1.0193847640285754,,,,1.0328917569577263,
1995-07-19,1.0069062136570652,1.0082664710925535,,,,1.0144470101020284,
1995-07-20,1.01276288576034,1.0119730184717526,,,,1.0183119186538916,
1995-07-21,1.0099622352742643,1.010832559633636,,,,1.0208920341446008,
1995-07-24,1.029023452111209,1.018244417501099,,,,1.0311153277667724,
1995-07-25,1.0295326891694063,1.0259413339227712,,,,1.0397411110284416,
1995-07-26,1.0401057188309175,1.0250861585549225,,,,1.0450266792096592,
1995-07-27,1.0520890122024242,1.033638025428384,,,,1.0575453272511741,
1995-07-28,1.0488353645545885,1.0270810057020705,,,,1.053815120596058,
1995-07-31,1.0499222591213102,1.024515816530445,,,,1.0517631122362243,
1995-08-01,1.0435793236151116,1.0228050159626303,,,,1.048042198315496,
1995-08-02,1.0481029934388235,1.0205248853452142,,,,1.0441069957451243,
1995-08-03,1.055575824888215,1.0202396021697246,,,,1.0430422336100433,
1995-08-04,1.0561386032705555,1.0213798360917823,,,,1.0452967384542295,
1995-08-07,1.0531823549162134,1.0236606411625968,,,,1.0468080836690017,
1995-08-08,1.0580995064538552,1.0236606411625968,,,,1.0483886965801825,
1995-08-09,1.0622008961974831,1.0233754702977478,,,,1.0502642339995092,
1995-08-10,1.065404206146736,1.0210948898482135,,,,1.0488143054176606,
1995-08-11,1.0681674217528443,1.0153936079272854,,,,1.0471289176627383,
1995-08-14,1.0781541666450898,1.024515816530445,,,,1.055328683642588,
1995-08-15,1.0733638613395746,1.0225202949298988,,,,1.0552174362567244,
1995-08-16,1.0812761145170162,1.0253707672770136,,,,1.0625905808166107,
1995-08-17,1.0843506002522645,1.0236606411625968,,,,1.0628462961220702,
1995-08-18,1.0799236125265383,1.0248005378579552,,,,1.0629713128609766,
1995-08-21,1.0776039455188318,1.0219502904268998,,,,1.0601768494104717,
1995-08-22,1.0805559774986726,1.0239460369435052,,,,1.063293370497745,
1995-08-23,1.085376928103278,1.0202396021697246,,,,1.0629944796677973,
1995-08-24,1.0842682982499103,1.0213798360917823,,,,1.0601697859060977,
1995-08-25,1.1107597826631106,1.0270810057020705,,,,1.0656219658230723,
1995-08-28,1.0997173698327989,1.0233754702977478,,,,1.0619854649755716,
1995-08-29,1.0977813806107628,1.0259413339227712,,,,1.0608017652018664,
1995-08-30,1.1088619014902297,1.028221239624128,,,,1.067339847073807,
1995-08-31,1.1205675220681044,1.0290765275973954,,,,1.0713040283414135,
1995-09-01,1.1246559249708328,1.033638025428384,,,,1.0777613906338732,
1995-09-05,1.1448860901940296,1.0433294514757263,,,,1.0917543775044036,
1995-09-06,1.1499772847921657,1.0453255355138096,,,,1.096374630148654,
1995-09-07,1.155862213568523,1.0458952027901098,,,,1.0964912236494107,
1995-09-08,1.1604609004215516,1.0498864714968186,,,,1.1013006429213335,
1995-09-11,1.1629229142465989,1.0527369438439331,,,,1.102891807155476,
1995-09-12,1.1686880872093894,1.0575829380863728,,,,1.1045515392771332,
1995-09-13,1.1705582976940194,1.062428932034034,,,,1.106177492863899,
1995-09-14,1.1759669524066754,1.072121932493789,,,,1.1119673826997472,
1995-09-15,1.167231229361758,1.071825741626385,,,,1.107237658488317,
1995-09-18,1.16184953124935,1.0678135574948613,,,,1.1081441472014153,
1995-09-19,1.1649639184930722,1.0729718230711978,,,,1.1122347581517351,
1995-09-20,1.1658458158795288,1.0781306504955137,,,,1.1127156175360888,
1995-09-21,1.1646078708254872,1.0692463842169364,,,,1.106751917752306,
1995-09-22,1.1572374854621486,1.069532904283361,,,,1.1020569730806455,
1995-09-25,1.1565721896759604,1.0678135574948613,,,,1.1006924623613703,
1995-09-26,1.152554607816085,1.0675272620497172,,,,1.096711541373418,
1995-09-27,1.1446897479949885,1.0666671388233493,,,,1.092199406413913,
1995-09-28,1.1559544323434974,1.0746915070863965,,,,1.104242184735307,
1995-09-29,1.1591124226067024,1.0726851901045755,,,,1.1037789012140342,
1995-10-02,1.154849918613505,1.067240404461815,,,,1.096604807630826,
1995-10-03,1.1546052204226025,1.0683862609905688,,,,1.095518799504668,
1995-10-04,1.153057742617532,1.067240404461815,,,,1.0863386447694428,
1995-10-05,1.1543908474712756,1.0703928025936698,,,,1.0938449093709723,
1995-10-06,1.1560490622945516,1.0712520264505805,,,,1.0949586302387317,
1995-10-09,1.146132191740575,1.0623683220199824,,,,1.0803145131612009,
1995-10-10,1.1385761466817952,1.0617947191548178,,,,1.077322632283179,
1995-10-11,1.1423621713166376,1.065233862563935,,,,1.0861553479256902,
1995-10-12,1.1469134937577845,1.071825741626385,,,,1.0951324807868479,
1995-10-13,1.1551053061293193,1.0752648850355022,,,,1.100922931730439,
1995-10-16,1.1587831400874364,1.0701059450057675,,,,1.1002190646324628,
1995-10-17,1.1623726512801118,1.0772706398745646,,,,1.1098065711739213,
1995-10-18,1.1678497129691718,1.0804227007797205,,,,1.1126885412170227,
1995-10-19,1.1627180837462336,1.0855817531200955,,,,1.1124404260105152,
1995-10-20,1.1573560927709636,1.0789904364951823,,,,1.1068151532071409,
1995-10-23,1.1512025995568596,1.0766970370094002,,,,1.1040848938769299,
1995-10-24,1.1490475708131866,1.0778440178236703,,,,1.1051581181873622,
1995-10-25,1.1416532274876523,1.0689595263342555,,,,1.0967671601184463,
1995-10-26,1.1326009486381905,1.0592158112827086,,,,1.0875642742774696,
1995-10-27,1.1312623701314255,1.067240404461815,,,,1.0918103216134523,
1995-10-30,1.13523344454632,1.074117679305173,,,,1.1013864959841209,
1995-10-31,1.1302487012446645,1.069532904283361,,,,1.095270454348367,
1995-11-01,1.1360097606124775,1.0781306504955137,,,,1.1047382705219617,
1995-11-02,1.1525292699431042,1.08500837517099,,,,1.1163333451945532,
1995-11-03,1.1602543803168277,1.0864412015982865,,,,1.12372421575127,
1995-11-06,1.161980067745279,1.0827152006012668,,,,1.1196045378869164,
1995-11-07,1.1605409732407783,1.07870369121792,,,,1.115910574278251,
1995-11-08,1.1664790789909856,1.088447743496166,,,,1.122501282190846,
1995-11-09,1.1707390028024067,1.0924593654849315,,,,1.1292610196146324,
1995-11-10,1.1707822218845978,1.0918867745946432,,,,1.1267296963980418,
1995-11-13,1.1672005746104246,1.090740131007072,,,,1.1250505661049874,
1995-11-14,1.1603419364230598,1.083575661054334,,,,1.1167920159024476,
1995-11-15,1.1584849657685607,1.0944655698613337,,,,1.1216043560946598,
1995-11-16,1.156832917389759,1.100484183285318,,,,1.1292728113333521,
1995-11-17,1.1611172595154124,1.1039227645516771,,,,1.1332269317345258,
1995-11-20,1.1493192347100805,1.0981911213210138,,,,1.1222631848111617,
1995-11-21,1.1487073890958586,1.1070753875995911,,,,1.1245561781959978,
1995-11-22,1.1466144379575371,1.1036361318798338,,,,1.1238158438757901,
1995-11-24,1.1553449482502296,1.1065022345665445,,,,1.1299355946934138,
1995-11-27,1.15570798002473,1.1067892047598658,,,,1.1330123056761288,
1995-11-28,1.1641636657117518,1.1185383371289974,,,,1.1436275793124036,
1995-11-29,1.170537309221932,1.119684868111149,,,,1.1500235063949917,
1995-11-30,1.1767899796638923,1.1171058479284002,,,,1.149699766049093,
1995-12-01,1.1768562974900414,1.1185383371289974,,,,1.14820554046993,
1995-12-04,1.1927129453122547,1.1322946858494072,,,,1.1626792097223042,
1995-12-05,1.2008719078045618,1.1397459010794078,,,,1.165947197582683,
1995-12-06,1.206637241334693,1.142325258488856,,,,1.1685890824253171,
1995-12-07,1.2025275657298242,1.13630720720763,,,,1.1625393570024531,
1995-12-08,1.2008569183147595,1.1400326463566697,,,,1.1648799806764594,
1995-12-11,1.1978442695208738,1.1449045035876646,,,,1.1655814504766546,
1995-12-12,1.1996260625443074,1.1414652478679073,,,,1.1605870147288166,
1995-12-13,1.2076719459402183,1.148629942441926,,,,1.1659575352784417,
1995-12-14,1.2011868664391745,1.140319279028513,,,,1.156133264109625,
1995-12-15,1.2003091914076165,1.1407369148400788,,,,1.1529407475362912,
1995-12-18,1.186186488702766,1.118821259128035,,,,1.1353760283256253,
1995-12-19,1.1936794479562944,1.130643483320767,,,,1.14915931065626,
1995-12-20,1.189456114432652,1.1196870046663203,,,,1.1449725431864937,
1995-12-21,1.1944024864082177,1.1254536195437606,,,,1.155231167608764,
1995-12-22,1.1931354172567896,1.1294907675891606,,,,1.1627923642380464,
1995-12-26,1.204327590761706,1.134969850130521,,,,1.1664575269520723,
1995-12-27,1.2055563394428226,1.1343929861298905,,,,1.166710932010427,
1995-12-28,1.206439109352616,1.1332397082555257,,,,1.1675982851000697,
1995-12-29,1.2088513699612635,1.1346808559874475,,,,1.173055241834289,
1996-01-02,1.2178215038881668,1.146792299239312,,,,1.179246854100505,
1996-01-03,1.2126831085003476,1.1499644885104652,,,,1.1750890451362281,
1996-01-04,1.2093802816446213,1.1390062108223251,,,,1.1655156194566563,
1996-01-05,1.2105304805072303,1.1366995421733983,,,,1.1651784284922453,
1996-01-08,1.2093133001190006,1.1410255717564532,,,,1.1661486860164951,
1996-01-09,1.2074210092345397,1.1214172591467348,,,,1.1472331159818832,
1996-01-10,1.1941286300980996,1.1067106026402094,,,,1.1289778257015801,
1996-01-11,1.194136203901506,1.113342626124014,,,,1.1394975283918165,
1996-01-12,1.194397529400607,1.1116127091650776,,,,1.1368311639487454,
1996-01-15,1.1982526590481324,1.1093058156000917,,,,1.1266917169066286,
1996-01-16,1.2061882010737388,1.1228586317947158,,,,1.140820017304205,
1996-01-17,1.2092383604034382,1.119398235439306,,,,1.1433517570184095,
1996-01-18,1.2076826194591943,1.1231474010217302,,,,1.1498990726536327,
1996-01-19,1.2097975017819391,1.130643483320767,,,,1.155715138519223,
1996-01-22,1.214989821709071,1.1309323651532004,,,,1.1642117015471956,
1996-01-23,1.2193361145394506,1.1335275778183045,,,,1.165939620876051,
1996-01-24,1.2284996873536331,1.14275503917805,,,,1.18093723035278,
1996-01-25,1.2246314085151149,1.138718228654128,,,,1.178220322943555,
1996-01-26,1.2300112267405037,1.148522328803667,,,,1.1857724334580722,
1996-01-29,1.2295155994431084,1.1531364528655594,,,,1.187903059182888,
1996-01-30,1.2371853406189193,1.1629403280990398,,,,1.1982219274162107,
1996-01-31,1.2472815073453465,1.1750513218135643,,,,1.2069663201156073,
1996-02-01,1.2532464307405744,1.1793762268163246,,,,1.213941315480303,
1996-02-02,1.2523819421921405,1.1744741205862346,,,,1.2114859924446386,
1996-02-05,1.2569987112633745,1.1839897887354585,,,,1.2201841504960211,
1996-02-06,1.2620796033023074,1.1952359362811555,,,,1.2267070555273158,
1996-02-07,1.2624312507412854,1.202156391470497,,,,1.2291899498780443,
1996-02-08,1.27921573893853,1.2151325685805492,,,,1.2420408982782698,
1996-02-09,1.2802877920000664,1.2148441365802338,,,,1.2450857134739477,
1996-02-12,1.2829259573543554,1.2240715976452012,,,,1.2522582319968274,
1996-02-13,1.2863346666468003,1.2214764972907377,,,,1.251495179030282,
1996-02-14,1.2790671404677776,1.2108069888296125,,,,1.2461260449721858,
1996-02-15,1.2786772334100591,1.2033102317823985,,,,1.2451696049982193,
1996-02-16,1.272737878605027,1.198408237862949,,,,1.2419148096256645,
1996-02-20,1.2620486243341054,1.186585563838099,,,,1.22950287914908,
1996-02-21,1.2746527887686785,1.2012910957643297,,,,1.2428735322463693,
1996-02-22,1.285969446030374,1.2203227692894765,,,,1.2638608861337055,
1996-02-23,1.2850116963828886,1.2168630476822435,,,,1.2610278228176228,
1996-02-26,1.2726542461173591,1.1995611785106146,,,,1.2490560996979092,
1996-02-27,1.2707629675708143,1.1958124627603086,,,,1.241208766211197,
1996-02-28,1.2724348424388618,1.190333942361706,,,,1.2389394718426738,
1996-02-29,1.262200712806368,1.178799362815694,,,,1.2289976856249496,
1996-03-01,1.2716064755264218,1.1975430544674217,,,,1.2306540024773478,
1996-03-04,1.2853648774913675,1.2044629475140052,,,,1.2443842992804193,
1996-03-05,1.2848325621348833,1.215709319975761,,,,1.2509139283605968,
1996-03-06,1.2794597102764722,1.205039698909217,,,,1.2464888355755406,
1996-03-07,1.281011737531031,1.21109508330845,,,,1.2484525644545688,
1996-03-08,1.2542906675426595,1.1718791325424112,,,,1.2154588881549993,
1996-03-11,1.258126505193482,1.1854318361316163,,,,1.2273520819583825,
1996-03-12,1.2553790927904944,1.1762045996879291,,,,1.222876807182575,
1996-03-13,1.2602325093424775,1.184278782878532,,,,1.2334271584274703,
1996-03-14,1.2592659159473427,1.18946853405012,,,,1.2384151968280164,
1996-03-15,1.256934382603927,1.1886691334432222,,,,1.238382022630568,
1996-03-18,1.274338260808526,1.2115506146755592,,,,1.2589254351112782,
1996-03-19,1.2673634721064713,1.2089439318810038,,,,1.2540406670101614,
1996-03-20,1.2660183878149531,1.2074958123408106,,,,1.248118577696356,
1996-03-21,1.267751963701888,1.2045995732604236,,,,1.249069978675401,
1996-03-22,1.2724870578501182,1.207785931064179,,,,1.2540541667275409,
1996-03-25,1.2745561990740424,1.205468242707476,,,,1.250253959018673,
1996-03-26,1.2816246007521868,1.211261283011008,,,,1.2548495565362203,
1996-03-27,1.2738845338474494,1.2002546522023063,,,,1.2517793538829276,
1996-03-28,1.275805065384623,1.204889017235615,,,,1.2521748223497111,
1996-03-29,1.2713573044264574,1.1990966513854815,,,,1.249082687557412,
1996-04-01,1.2812820297181264,1.2129988468211714,,,,1.2591756213372922,
1996-04-02,1.285806779961337,1.2153158604296974,,,,1.2620246516227343,
1996-04-03,1.286421050823827,1.2153158604296974,,,,1.2621887012054405,
1996-04-04,1.288271426681565,1.214446628839887,,,,1.2621423167547743,
1996-04-08,1.2739152359619108,1.1935933919890618,,,,1.2442265872984872,
1996-04-09,1.278053542342937,1.1889586897290538,,,,1.24500358412145,
1996-04-10,1.268010280440772,1.1678157839869785,,,,1.231733920945107,
1996-04-11,1.2722071636192818,1.1663671023040267,,,,1.2261222658017492,
1996-04-12,1.280119079198468,1.181139091472285,,,,1.2361070854779856,
1996-04-15,1.287278856271434,1.190986371967807,,,,1.2429783567505344,
1996-04-16,1.2888433608293943,1.1944619491254738,,,,1.2484640970830394,
1996-04-17,1.2851989451300987,1.1915655974396682,,,,1.2451678996718933,
1996-04-18,1.291265300951764,1.1933029360389942,,,,1.2526899561425227,
1996-04-19,1.2923302453246124,1.19619940003544,,,,1.2527528018750087,
1996-04-22,1.3058324012309142,1.205468242707476,,,,1.2628970626274216,
1996-04-23,1.3101522116760878,1.2092337133776732,,,,1.2698948867980988,
1996-04-24,1.31440226799353,1.204889017235615,,,,1.2739449951681512,
1996-04-25,1.323512745426605,1.210391826799917,,,,1.2827998696142913,
1996-04-26,1.3249578264846165,1.2129988468211714,,,,1.2862164924572927,
1996-04-29,1.3230206571936347,1.2129988468211714,,,,1.285990846926364,
1996-04-30,1.3223827732281797,1.212130065063479,,,,1.2867563456194422,
1996-05-01,1.3217634301280996,1.2147369724793144,,,,1.2913971022772495,
1996-05-02,1.3076983888432243,1.193883173485731,,,,1.2717102702097083,
1996-05-03,1.3054209476811298,1.192145160138228,,,,1.267952764914812,
1996-05-06,1.305721085785894,1.190986371967807,,,,1.269827313006923,
1996-05-07,1.3045982633115747,1.1860625629593071,,,,1.2653122211048153,
1996-05-08,1.299950220038708,1.2008347770436247,,,,1.2711089803350353,
1996-05-09,1.3080086208407744,1.199965433143174,,,,1.2776125016002433,
1996-05-10,1.3222909829960363,1.2118401712561695,,,,1.2899575453379473,
1996-05-13,1.3345651105922545,1.2300872874551976,,,,1.3083363055901935,
1996-05-14,1.3478668275246095,1.2376183414010111,,,,1.3172930446125066,
1996-05-15,1.3404486650059255,1.2361696597180594,,,,1.3161785037774543,
1996-05-16,1.3401977703116217,1.2387766797393138,,,,1.317292142823748,
1996-05-17,1.3422964734749587,1.245438389489898,,,,1.321365842546006,
1996-05-20,1.3497540384272495,1.2538384501094628,,,,1.3253312055579547,
1996-05-21,1.3533787948089129,1.252099762013783,,,,1.321830784548951,
1996-05-22,1.3589978533123184,1.2639749499588964,,,,1.3287113579041292,
1996-05-23,1.3536844580353495,1.258761696975205,,,,1.325971437738403,
1996-05-24,1.3519144896139863,1.263685168462227,,,,1.3291216418339173,
1996-05-28,1.3398568216381763,1.2509423236344948,,,,1.3164857496179732,
1996-05-29,1.3316043825354682,1.242542150409511,,,,1.3103453049732958,
1996-05-30,1.3352595941734446,1.2489144161849035,,,,1.3168793854256808,
1996-05-31,1.3400151649505148,1.2396455738076464,,,,1.3171914263278082,
1996-06-03,1.3355832099370846,1.243120588527776,,,,1.312783084050706,
1996-06-04,1.3424945310835772,1.251810767870709,,,,1.3199316768581006,
1996-06-05,1.3468406544262133,1.2628167242260124,,,,1.3295525160166615,
1996-06-06,1.3391204525110674,1.2535484439915132,,,,1.3194873907689435,
1996-06-07,1.329023745518165,1.2535484439915132,,,,1.3164532380399485,
1996-06-10,1.3250608625868292,1.2494931918246466,,,,1.314296078506333,
1996-06-11,1.3201978344357015,1.2483344039490043,,,,1.3139502146987436,
1996-06-12,1.3251823463598658,1.2460173900456997,,,,1.3126302464940325,
1996-06-13,1.3259171508484555,1.2460173900456997,,,,1.3118274868540802,
1996-06-14,1.3200680372630642,1.240803799835309,,,,1.3038215390079548,
1996-06-17,1.3122674886124204,1.2399353553043158,,,,1.300024493617662,
1996-06-18,1.314203871107739,1.229798068396065,,,,1.2915269798860751,
1996-06-19,1.3095675120810004,1.2353009902710073,,,,1.2921764881260258,
1996-06-20,1.302821091279476,1.234432320823955,,,,1.2883950085993092,
1996-06-21,1.306971744139315,1.2450489784328962,,,,1.292247566767103,
1996-06-24,1.316579425684799,1.2473789236830892,,,,1.2980446183304228,
1996-06-25,1.31855068732984,1.245923045275807,,,,1.2972895621587552,
1996-06-26,1.311558796335826,1.237478904646023,,,,1.2875821257775715,
1996-06-27,1.3173797923122452,1.2462139510579926,,,,1.2962111074030869,
1996-06-28,1.327982561543353,1.2505816991800365,,,,1.30921209130259,
1996-07-01,1.3354257822151134,1.2613549982959749,,,,1.3165282127972913,
1996-07-02,1.334772260140006,1.2566962317863266,,,,1.312248194689148,
1996-07-03,1.329408708703787,1.2540752681485292,,,,1.3047422385294498,
1996-07-05,1.3190332604953208,1.222047176541914,,,,1.2792358196904763,
1996-07-08,1.310343017044166,1.2170969418125437,,,,1.2698997333792923,
1996-07-09,1.312754489145292,1.222047176541914,,,,1.2754351002934474,
1996-07-10,1.29972739070367,1.226996848833748,,,,1.2678343449198306,
1996-07-11,1.2819140073216384,1.2022471378782245,,,,1.243417296368195,
1996-07-12,1.2789522115721452,1.203120867494436,,,,1.2433217379778507,
1996-07-15,1.2418384545434134,1.1675976328016937,,,,1.206753329595504,
1996-07-16,1.22433123153237,1.1705092776003965,,,,1.2024171045365732,
1996-07-17,1.2464398469624682,1.1844854642291438,,,,1.2184067080150902,
1996-07-18,1.257155518833525,1.2007909219494644,,,,1.241876305415603,
1996-07-19,1.2510404651439635,1.192055987848135,,,,1.2319407132897306,
1996-07-22,1.2429835416833004,1.1833212786628644,,,,1.223199392885991,
1996-07-23,1.2324940766971584,1.168180119114242,,,,1.2076412876295815,
1996-07-24,1.219797394370192,1.1705092776003965,,,,1.202449292626814,
1996-07-25,1.2226699305403927,1.1809917832447896,,,,1.2121872786844958,
1996-07-26,1.2337425867631526,1.187396771801147,,,,1.2274387671859133,
1996-07-29,1.2258510455934482,1.1742944268044733,,,,1.2181648942444474,
1996-07-30,1.2282097310090343,1.1856498750062607,,,,1.2235124374700839,
1996-07-31,1.2317389521473403,1.1943854835609886,,,,1.2306977229873712,
1996-08-01,1.2461751420055085,1.2141852973086191,,,,1.2453058637586396,
1996-08-02,1.2625793105854004,1.2403908866714248,,,,1.268402779636256,
1996-08-05,1.270474099842773,1.2331114937506784,,,,1.2663758144011457,
1996-08-06,1.2736317041977911,1.2368960808119969,,,,1.2724509995799755,
1996-08-07,1.283552757131182,1.2400996433677614,,,,1.282977905060898,
1996-08-08,1.2857469358633031,1.2380616158746305,,,,1.280023614530373,
1996-08-09,1.285478219276498,1.233984548618713,,,,1.2784079857688764,
1996-08-12,1.2922029145830325,1.2430114004771042,,,,1.2827850946565407,
