Dates,NAV,SP500 NAV,Yearly Ret,SP Yearly Ret,Opt Failed Dates,E.W. NAV,E.W. Yearly Ret
1995-07-05,1.0,1.0,0.2085147754448242,0.1011976281824194,,1.0,0.18114884350627602
1995-07-06,1.0144426863045388,1.012828531361079,,,,1.0164308315138395,
1995-07-07,1.0180185302828395,1.0173892421332504,,,,1.0236319615574896,
1995-07-10,1.017328307836774,1.0179594715523088,,,,1.0253510652276359,
1995-07-11,1.0197773262574223,1.013113702225928,,,,1.0231407401487373,
1995-07-12,1.0237491397611642,1.0256556009151636,,,,1.034195062576372,
1995-07-13,1.0246232562892197,1.0233754702977478,,,,1.035469969149619,
1995-07-14,1.0262012826099889,1.0225202949298988,,,,1.0344939192401608,
1995-07-17,1.029247481943474,1.028221239624128,,,,1.0410113694210492,
1995-07-18,1.0218338128101658,1.0193847640285754,,,,1.0328917569577263,
1995-07-19,1.0083452090419562,1.0082664710925535,,,,1.0144470101020284,
1995-07-20,1.0102438588813842,1.0119730184717526,,,,1.0183119186538916,
1995-07-21,1.011614457225008,1.010832559633636,,,,1.0208920341446008,
1995-07-24,1.0222957791811351,1.018244417501099,,,,1.0311153277667724,
1995-07-25,1.024596801921762,1.0259413339227712,,,,1.0397411110284416,
1995-07-26,1.0306344450982727,1.0250861585549225,,,,1.0450266792096592,
1995-07-27,1.0391059829760585,1.033638025428384,,,,1.0575453272511741,
1995-07-28,1.0332809011673578,1.0270810057020705,,,,1.053815120596058,
1995-07-31,1.0379449011752042,1.024515816530445,,,,1.0517631122362243,
1995-08-01,1.037528406713493,1.0228050159626303,,,,1.048042198315496,
1995-08-02,1.04006490275475,1.0205248853452142,,,,1.0441069957451243,
1995-08-03,1.0463063469383065,1.0202396021697246,,,,1.0430422336100433,
1995-08-04,1.0488370443937332,1.0213798360917823,,,,1.0452967384542295,
1995-08-07,1.044307322946793,1.0236606411625968,,,,1.0468080836690017,
1995-08-08,1.048400071677196,1.0236606411625968,,,,1.0483886965801825,
1995-08-09,1.0481724577268718,1.0233754702977478,,,,1.0502642339995092,
1995-08-10,1.0482973118325063,1.0210948898482135,,,,1.0488143054176606,
1995-08-11,1.0486087482623188,1.0153936079272854,,,,1.0471289176627383,
1995-08-14,1.0571485839990022,1.024515816530445,,,,1.055328683642588,
1995-08-15,1.0505477382190895,1.0225202949298988,,,,1.0552174362567244,
1995-08-16,1.0541751679641205,1.0253707672770136,,,,1.0625905808166107,
1995-08-17,1.0564924007311007,1.0236606411625968,,,,1.0628462961220702,
1995-08-18,1.0577030055647023,1.0248005378579552,,,,1.0629713128609766,
1995-08-21,1.0599164940327916,1.0219502904268998,,,,1.0601768494104717,
1995-08-22,1.0602631478374729,1.0239460369435052,,,,1.063293370497745,
1995-08-23,1.059094108224411,1.0202396021697246,,,,1.0629944796677973,
1995-08-24,1.0567692379029991,1.0213798360917823,,,,1.0601697859060977,
1995-08-25,1.0818850891878835,1.0270810057020705,,,,1.0656219658230723,
1995-08-28,1.07267722738836,1.0233754702977478,,,,1.0619854649755716,
1995-08-29,1.0710809325776478,1.0259413339227712,,,,1.0608017652018664,
1995-08-30,1.0795970296196098,1.028221239624128,,,,1.067339847073807,
1995-08-31,1.0873127641181477,1.0290765275973954,,,,1.0713040283414135,
1995-09-01,1.0945122635760438,1.033638025428384,,,,1.0777613906338732,
1995-09-05,1.1039116026417144,1.0433294514757263,,,,1.0917543775044036,
1995-09-06,1.1079328720967363,1.0453255355138096,,,,1.096374630148654,
1995-09-07,1.109853868143926,1.0458952027901098,,,,1.0964912236494107,
1995-09-08,1.1115848777437596,1.0498864714968186,,,,1.1013006429213335,
1995-09-11,1.10897244243015,1.0527369438439331,,,,1.102891807155476,
1995-09-12,1.116108104743857,1.0575829380863728,,,,1.1045515392771332,
1995-09-13,1.1192068142151084,1.062428932034034,,,,1.106177492863899,
1995-09-14,1.1269660798726586,1.072121932493789,,,,1.1119673826997472,
1995-09-15,1.1259106976718822,1.071825741626385,,,,1.107237658488317,
1995-09-18,1.1189553128179035,1.0678135574948613,,,,1.1081441472014153,
1995-09-19,1.1171874499037968,1.0729718230711978,,,,1.1122347581517351,
1995-09-20,1.1193342851982606,1.0781306504955137,,,,1.1127156175360888,
1995-09-21,1.1256108207040427,1.0692463842169364,,,,1.106751917752306,
1995-09-22,1.1207317955162337,1.069532904283361,,,,1.1020569730806455,
1995-09-25,1.1184107429875314,1.0678135574948613,,,,1.1006924623613703,
1995-09-26,1.1163393310440568,1.0675272620497172,,,,1.096711541373418,
1995-09-27,1.1083210650415602,1.0666671388233493,,,,1.092199406413913,
1995-09-28,1.104469713170913,1.0746915070863965,,,,1.104242184735307,
1995-09-29,1.107724115811499,1.0726851901045755,,,,1.1037789012140342,
1995-10-02,1.1050274437799577,1.067240404461815,,,,1.096604807630826,
1995-10-03,1.1017657120923738,1.0683862609905688,,,,1.095518799504668,
1995-10-04,1.1055942466899014,1.067240404461815,,,,1.0863386447694428,
1995-10-05,1.108864446372309,1.0703928025936698,,,,1.0938449093709723,
1995-10-06,1.108028707882019,1.0712520264505805,,,,1.0949586302387317,
1995-10-09,1.098128882566571,1.0623683220199824,,,,1.0803145131612009,
1995-10-10,1.0892074240026095,1.0617947191548178,,,,1.077322632283179,
1995-10-11,1.0969931818801706,1.065233862563935,,,,1.0861553479256902,
1995-10-12,1.098677169808986,1.071825741626385,,,,1.0951324807868479,
1995-10-13,1.1153323090272738,1.0752648850355022,,,,1.100922931730439,
1995-10-16,1.1159504310899362,1.0701059450057675,,,,1.1002190646324628,
1995-10-17,1.1236981652026323,1.0772706398745646,,,,1.1098065711739213,
1995-10-18,1.1276141937855242,1.0804227007797205,,,,1.1126885412170227,
1995-10-19,1.1290362881671363,1.0855817531200955,,,,1.1124404260105152,
1995-10-20,1.1214730868309,1.0789904364951823,,,,1.1068151532071409,
1995-10-23,1.1146277517861336,1.0766970370094002,,,,1.1040848938769299,
1995-10-24,1.1117036152289157,1.0778440178236703,,,,1.1051581181873622,
1995-10-25,1.1063918190870226,1.0689595263342555,,,,1.0967671601184463,
1995-10-26,1.0925606022272556,1.0592158112827086,,,,1.0875642742774696,
