Dates,NAV,SP500 NAV,Yearly Ret,SP Yearly Ret,Opt Failed Dates
1996-01-04,1.0,1.0,0.15498546942958114,0.09774989436928294,1996-04-04
1996-01-05,0.9997359946726211,0.9979748410263176,,,1996-07-05
1996-01-08,1.001140023760185,1.001772914769859,,,2000-07-03
1996-01-09,0.9973739099362723,0.9845576332170376,,,2001-10-08
1996-01-10,0.9867201688015861,0.9716458015107753,,,2002-01-08
1996-01-11,0.9905790759130384,0.9774684418272109,,,2002-10-08
1996-01-12,0.9881228231864215,0.9759496468087996,,,2009-04-13
1996-01-15,0.9891885290285305,0.9739242903681878,,,2011-01-10
1996-01-16,0.9951753498162379,0.9858230983517188,,,2014-04-14
1996-01-17,1.0020224511047273,0.9827850145181711,,,2014-07-15
1996-01-18,1.0072003463020418,0.9860766257023782,,,2016-01-13
1996-01-19,1.0113137449934009,0.992657873660302,,,2016-10-12
1996-01-22,1.0196848797428752,0.9929114998738279,,,2017-07-14
1996-01-23,1.0212658217197217,0.9951899884724371,,,2018-04-16
1996-01-24,1.0311920518006332,1.0032913151132148,,,2020-04-16
1996-01-25,1.0331562954997122,0.9997471636541917,,,2022-01-13
1996-01-26,1.0447238449435807,1.0083547551285708,,,nan
1996-01-29,1.0456876717948822,1.0124057638219837,,,nan
1996-01-30,1.0489777463904402,1.0210131578294335,,,nan
1996-01-31,1.0561196870050735,1.0316461057444244,,,nan
1996-02-01,1.0592383170690545,1.0354431921533187,,,nan
1996-02-02,1.05734362975604,1.0311393471140975,,,nan
1996-02-05,1.0613704680485447,1.0394937073088097,,,nan
1996-02-06,1.0578198476640415,1.049367356318658,,,nan
1996-02-07,1.0561004602460473,1.0554432276559573,,,nan
1996-02-08,1.0642667197121212,1.0668357705470835,,,nan
1996-02-09,1.0738320674772392,1.0665825392674164,,,nan
1996-02-12,1.0762485626399232,1.0746838656493904,,,nan
1996-02-13,1.079468108275594,1.0724054756548445,,,nan
1996-02-14,1.0773904599439768,1.063038091737401,,,nan
1996-02-15,1.0777229906246926,1.0564562513786888,,,nan
1996-02-16,1.0721051495073135,1.052152504943531,,,nan
1996-02-20,1.0585072200185033,1.041772689704144,,,nan
1996-02-21,1.0676684142056692,1.0546835340757594,,,nan
1996-02-22,1.0777564485012883,1.0713925505361759,,,nan
1996-02-23,1.07719366505256,1.0683550591034165,,,nan
1996-02-26,1.0747533498452286,1.0531647387985448,,,nan
1996-02-27,1.070557448058129,1.0498735225481965,,,nan
1996-02-28,1.073311412099983,1.0450636098835,,,nan
1996-02-29,1.0659886932510045,1.0349367295939844,,,nan
1996-03-01,1.0733615389199698,1.051392909967396,,,nan
1996-03-04,1.084188007027579,1.0574682877667736,,,nan
1996-03-05,1.089305694392537,1.0673421342435512,,,nan
1996-03-06,1.0861814577546551,1.0579746514632415,,,nan
1996-03-07,1.0935401457149263,1.0632910266872724,,,nan
1996-03-08,1.0641080913601282,1.0288610557236144,,,nan
1996-03-11,1.0688185944146162,1.0407597648442788,,,nan
1996-03-12,1.0609202983911796,1.0326586356704306,,,nan
1996-03-13,1.0693753219799031,1.0397474321263984,,,nan
1996-03-14,1.0697690438699328,1.0443038174404355,,,nan
1996-03-15,1.0658887374172572,1.0436019770120848,,,nan
1996-03-18,1.078198023916595,1.0636909642493162,,,nan
1996-03-19,1.0754591280125356,1.0614024053549154,,,nan
1996-03-20,1.0743353233598456,1.0601310167299596,,,nan
1996-03-21,1.0798192522741,1.0575882394800482,,,nan
1996-03-22,1.085106190200815,1.0603857288821954,,,nan
1996-03-25,1.0858419626281135,1.058350895064187,,,nan
1996-03-26,1.0957638669234457,1.0634369431019317,,,nan
1996-03-27,1.0876444081048908,1.053773579808456,,,nan
1996-03-28,1.087513968975097,1.0578423592314958,,,nan
1996-03-29,1.0812048105676755,1.052756903335736,,,nan
1996-04-01,1.090443375920499,1.0649624517371383,,,nan
1996-04-02,1.0895788572702572,1.0669966931543586,,,nan
1996-04-03,1.0885428695650936,1.0669966931543586,,,nan
1996-04-04,1.0920722709950048,1.0662335440322983,,,nan
1996-04-08,1.0770028817874227,1.047925270861628,,,nan
1996-04-09,1.0749153020920923,1.0438561953675956,,,nan
1996-04-10,1.0614191542379634,1.0252936049785484,,,nan
1996-04-11,1.0629938437577164,1.0240217228156707,,,nan
1996-04-12,1.0717628465465667,1.0369909138770552,,,nan
1996-04-15,1.0712196142016488,1.0456364158962348,,,nan
1996-04-16,1.0754158341065596,1.0486878278417036,,,nan
1996-04-17,1.0755494598266342,1.0461449517289259,,,nan
1996-04-18,1.0764498525285868,1.0476702626383998,,,nan
1996-04-19,1.076193436669489,1.0502132373552406,,,nan
1996-04-22,1.0857943371790881,1.058350895064187,,,nan
1996-04-23,1.088301132460579,1.0616568214361588,,,nan
1996-04-24,1.089768700121951,1.0578423592314958,,,nan
1996-04-25,1.095368419037498,1.062673596771745,,,nan
1996-04-26,1.0930532911107274,1.0649624517371383,,,nan
1996-04-29,1.09812982283914,1.0649624517371383,,,nan
1996-04-30,1.0974111815863743,1.0641996975489365,,,nan
1996-05-01,1.102662259690844,1.0664884536514634,,,nan
1996-05-02,1.0867398809215985,1.0481796869428712,,,nan
1996-05-03,1.080127569380212,1.046653783632609,,,nan
1996-05-06,1.0756684294402779,1.0456364158962348,,,nan
1996-05-07,1.0738963953684082,1.041313516721747,,,nan
1996-05-08,1.083539784445404,1.054282905250061,,,nan
1996-05-09,1.0871681861778193,1.0535196575239376,,,nan
1996-05-10,1.0981277833600878,1.0639451828636302,,,nan
1996-05-13,1.1134682531701112,1.0799653906778215,,,nan
1996-05-14,1.1179125914516193,1.0865773422846317,,,nan
1996-05-15,1.1173660218256731,1.085305460121754,,,nan
1996-05-16,1.1175862324796901,1.0875943150871472,,,nan
1996-05-17,1.1221810631582856,1.0934430187090307,,,nan
1996-05-20,1.130892383817081,1.100817921970972,,,nan
1996-05-21,1.1317130678868714,1.0992914262599216,,,nan
1996-05-22,1.141194320488162,1.109717346533473,,,nan
1996-05-23,1.143744957956197,1.1051403276075378,,,nan
1996-05-24,1.1455536328849718,1.1094629304522294,,,nan
1996-05-28,1.1350686959866798,1.0982752435839267,,,nan
1996-05-29,1.1325674122514546,1.0909002414591191,,,nan
1996-05-30,1.1355210871856898,1.0964948253295548,,,nan
1996-05-31,1.1361776988779813,1.088357167879412,,,nan
1996-06-03,1.1331741727640212,1.0914080860281559,,,nan
1996-06-04,1.1361067394106874,1.0990377014423327,,,nan
1996-06-05,1.138958781079869,1.1087004725938236,,,nan
1996-06-06,1.1321153588004964,1.1005633086816025,,,nan
1996-06-07,1.12488307154638,1.1005633086816025,,,nan
1996-06-10,1.1219304051606849,1.097002966228387,,,nan
1996-06-11,1.1170612650348746,1.095985598750816,,,nan
1996-06-12,1.1151965137379491,1.0939513570747923,,,nan
1996-06-13,1.114077334840013,1.0939513570747923,,,nan
1996-06-14,1.109649814274528,1.0893740420778646,,,nan
1996-06-17,1.1042876458399697,1.0886115839606554,,,nan
1996-06-18,1.0998370746303323,1.0797114683933031,,,nan
1996-06-19,1.0991210661169466,1.0845428045376155,,,nan
1996-06-20,1.0966305070033158,1.0837801489534769,,,nan
1996-06-21,1.1040353642635443,1.093101132024567,,,nan
1996-06-24,1.1130223890423327,1.0951467268844148,,,nan
1996-06-25,1.1126378319812225,1.0938685262974037,,,nan
1996-06-26,1.1100568396214208,1.086454922622945,,,nan
1996-06-27,1.1154260338441406,1.0941239294544907,,,nan
1996-06-28,1.1268702241136475,1.097958630337193,,,nan
1996-07-01,1.1310065173086978,1.1074171381254523,,,nan
1996-07-02,1.126968066699923,1.1033269352227966,,,nan
1996-07-03,1.1248223989994413,1.1010258383429954,,,nan
1996-07-05,1.1068889386470777,1.0729065082618259,,,nan
1996-07-08,1.0984505202113573,1.0685604084053582,,,nan
1996-07-09,1.1047481805436037,1.0729065082618259,,,nan
1996-07-10,1.104507796154587,1.0772521143215683,,,nan
1996-07-11,1.093240715716312,1.0555228992212793,,,nan
1996-07-12,1.0909231569218372,1.056289997423124,,,nan
1996-07-15,1.0637327481728542,1.0251020773264496,,,nan
1996-07-16,1.0543929179550984,1.0276583801552117,,,nan
1996-07-17,1.0641003705230916,1.039928889741509,,,nan
1996-07-18,1.0860299651938583,1.0542444023044726,,,nan
1996-07-19,1.080061539612332,1.0465754940769896,,,nan
1996-07-22,1.072615134340371,1.038906783316436,,,nan
1996-07-23,1.061778554736848,1.0256134760414117,,,nan
1996-07-24,1.0561013577775586,1.0276583801552117,,,nan
1996-07-25,1.058302799659929,1.036861583390447,,,nan
1996-07-26,1.0660524067931183,1.0424848964992788,,,nan
1996-07-29,1.0584159246498004,1.0309815834600857,,,nan
1996-07-30,1.0567693774615612,1.0409511938923144,,,nan
1996-07-31,1.0624587450535248,1.0486206942617822,,,nan
1996-08-01,1.0768350070012565,1.0660041058353993,,,nan
1996-08-02,1.094421558092587,1.0890115215226992,,,nan
1996-08-05,1.0973879833463682,1.082620517811235,,,nan
1996-08-06,1.1012613735719456,1.085943227578187,,,nan
1996-08-07,1.1035178942090484,1.0887558220358167,,,nan
1996-08-08,1.1059896207096245,1.0869665188048363,,,nan
1996-08-09,1.1056715111215738,1.0833870236122913,,,nan
1996-08-12,1.1169804364837057,1.0913122234686417,,,nan
1996-08-13,1.1119640684834196,1.082620517811235,,,nan
1996-08-14,1.1165392150576525,1.086454922622945,,,nan
1996-08-15,1.1163561895972058,1.0844099199050816,,,nan
1996-08-16,1.124113700098976,1.0936125307395288,,,nan
1996-08-19,1.1276450008845995,1.0941239294544907,,,nan
1996-08-20,1.1293583606430395,1.0933569301155124,,,nan
1996-08-21,1.1244118655649489,1.089522821374795,,,nan
1996-08-22,1.1308555911629643,1.0997484273648988,,,nan
1996-08-23,1.1274272025774392,1.0938685262974037,,,nan
1996-08-26,1.126957564577957,1.0884999253408079,,,nan
1996-08-27,1.1291941970946402,1.0925901279846602,,,nan
1996-08-28,1.129405349264619,1.0908007261496167,,,nan
1996-08-29,1.1204641173413288,1.0800643138453392,,,nan
1996-08-30,1.112148438938453,1.0688159104253112,,,nan
1996-09-03,1.11374287402201,1.075718411455801,,,nan
1996-09-04,1.1135306498789526,1.07674061674374,,,nan
1996-09-05,1.1070731888012817,1.0637036010975829,,,nan
1996-09-06,1.1183276775900601,1.0787861129995249,,,nan
1996-09-09,1.1287159544905916,1.0915674291587991,,,nan
1996-09-10,1.1281001157164148,1.0910560304438373,,,nan
1996-09-11,1.13426375815728,1.0971914335312856,,,nan
1996-09-12,1.1408695657132935,1.10486083529669,,,nan
1996-09-13,1.1526844701796939,1.121732650688416,,,nan
1996-09-16,1.1555973760428049,1.1258230507991975,,,nan
1996-09-17,1.1517209725426156,1.1232666493663725,,,nan
1996-09-18,1.149340633194607,1.1204545484466648,,,nan
1996-09-19,1.1510369807809495,1.124800549440266,,,nan
1996-09-20,1.1536182548870912,1.1287903483028352,,,nan
1996-09-23,1.15242026559451,1.12853346427318,,,nan
1996-09-24,1.1514897455760449,1.1282764813806578,,,nan
1996-09-25,1.155218243902963,1.1290474297994202,,,nan
1996-09-26,1.1622935190132069,1.12853346427318,,,nan
1996-09-27,1.1641473532933562,1.1295611981175349,,,nan
1996-09-30,1.1698810350053541,1.12853346427318,,,nan
1996-10-01,1.1705413273751106,1.1346999659433732,,,nan
1996-10-02,1.1796132617656654,1.1424087591261467,,,nan
1996-10-03,1.190708880942291,1.1413809266777286,,,nan
1996-10-04,1.2017984880077137,1.1567980197641576,,,nan
1996-10-07,1.2068572754742635,1.1580828351050976,,,nan
1996-10-08,1.199569885267917,1.1534581316683663,,,nan
1996-10-09,1.1928547541274517,1.1444640293479276,,,nan
1996-10-10,1.2015267162057468,1.1421520725634204,,,nan
1996-10-11,1.2044780543931715,1.15628415284198,,,nan
1996-10-14,1.2077263725611416,1.1578257536085126,,,nan
1996-10-15,1.2044697575342582,1.15628415284198,,,nan
1996-10-16,1.209695973359379,1.1619371825238545,,,nan
1996-10-17,1.214167673710383,1.1650203837981163,,,nan
1996-10-18,1.2124290937718125,1.1711872804021684,,,nan
1996-10-21,1.2091484627798925,1.1696455807727695,,,nan
1996-10-22,1.1984501951933448,1.1614236116726695,,,nan
1996-10-23,1.1925564034963179,1.1652774652947013,,,nan
1996-10-24,1.1986949972820486,1.1552560240637662,,,nan
1996-10-25,1.2010560794330902,1.15628415284198,,,nan
1996-10-28,1.1969840375842893,1.1485758531971282,,,nan
1996-10-29,1.1931003029380247,1.1578257536085126,,,nan
1996-10-30,1.187791732380799,1.1539719985905437,,,nan
1996-10-31,1.193859592911802,1.1650203837981163,,,nan
1996-11-01,1.199288904128191,1.1609095472835624,,,nan
1996-11-04,1.2067027186295856,1.1686177483243514,,,nan
1996-11-05,1.213190811881554,1.1752985115917778,,,nan
1996-11-06,1.2302889735721527,1.1979102351266138,,,nan
1996-11-07,1.235787036914465,1.2007368484422123,,,nan
1996-11-08,1.2426385752622413,1.207417217034583,,,nan
1996-11-11,1.248375124222261,1.2061327966275017,,,nan
1996-11-12,1.2497483830606226,1.2025355307053298,,,nan
1996-11-13,1.2542177695505696,1.207931380027753,,,nan
1996-11-14,1.2520369188358391,1.2158976498997738,,,nan
1996-11-15,1.2517802951693964,1.2174386582655181,,,nan
1996-11-18,1.2562987547971551,1.2176958386249692,,,nan
1996-11-19,1.2580329282171494,1.2264319707182392,,,nan
1996-11-20,1.2569031173546512,1.2284880308077375,,,nan
1996-11-21,1.2514808980781216,1.2266897434784787,,,nan
1996-11-22,1.2662591051394902,1.2361958369146677,,,nan
1996-11-25,1.2707670721001287,1.2518697154266891,,,nan
1996-11-26,1.268699847580786,1.2477597673839158,,,nan
1996-11-27,1.2689581805440915,1.245446230863974,,,nan
1996-11-29,1.2733723390643075,1.2500717241684227,,,nan
1996-12-02,1.2840773459330679,1.2505854922277337,,,nan
1996-12-03,1.2826605031435117,1.229258386825712,,,nan
1996-12-04,1.2764445164986586,1.2325990647892207,,,nan
1996-12-05,1.2712082292568316,1.229258386825712,,,nan
1996-12-06,1.2629908516413937,1.2220635591691786,,,nan
1996-12-09,1.2700435802756944,1.240050480404417,,,nan
1996-12-10,1.2613515435965208,1.234141159093675,,,nan
1996-12-11,1.2517580709823706,1.2228349025218,,,nan
